chrom,start,stop,annotation,annotation_start
CP075068.1,1710003,1710078,"DTX-incomp-chim_Blc63_Supercontig_3.2_1281305_1290824_DNA_TcMar_reversed"" 974 1045",DTX
CP075068.1,1710069,1710299,"DXX-MITE_Blc36_Cpos_C735-B-R64-Map5"" 3 241",DXX
CP075068.1,1851179,1851272,"DYX-comp_Blc130_Supercontig_3.5_2432583_2437026_LTR_Ngaro"" 4345 4443",DYX
CP075068.1,1851278,1851699,"DTX-incomp-chim_Blc152_Supercontig_3.5_106348_109975_DNA_TcMar"" 2109 2545",DTX
CP075068.1,1855255,1855325,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 8372 8438",DTX
CP075068.1,1855334,1855509,"RLX-incomp_Blc107_Cpos_C735-L-B50-Map1_reversed"" 5268 5446",RLX
CP075068.1,1894327,1894834,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 4944 5412",DTX
CP075068.1,1895650,1895660,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 268 281",DTX
CP075068.1,1895661,1895918,"RLX-comp_Blc3_Cpos_C735-L-B52-Map1"" 5067 5310",RLX
CP075068.1,1952291,1955388,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 3101",RLX
CP075068.1,1955389,1955745,"RLX-incomp_Blc14_Supercontig_3.1_1119615_1126598_LTR_Gypsy"" 890 1246",RLX
CP075068.1,1955743,1955759,"DTX-incomp-chim_Blc4_Supercontig_3.1_5007734_5010594_DNA_TcMar"" 173 210",DTX
CP075068.1,1955760,1958796,"DTX-incomp_Blc4_Supercontig_3.3_516889_519233_DNA_TcMar"" 13 4660",DTX
CP075068.1,1958797,1965752,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 6960",RLX
CP075068.1,1965753,1966550,"RLX-incomp-chim_Blc38_Supercontig_3.3_902192_925079_DNA_TcMar"" 444 1238",RLX
CP075068.1,1966551,1966729,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 1 179",DTX
CP075068.1,1970905,1972518,"RLX-incomp_Blc144_Cpos_C735-B-R127-Map4"" 2427 4040",RLX
CP075068.1,1973722,1973980,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 2331 2591",DTX
CP075068.1,1973963,1974080,"RLX-incomp_Blc8_Supercontig_3.1_648214_655848_LTR_Gypsy_reversed"" 1 117",RLX
CP075068.1,1974081,1975719,"RLX-incomp_Blc14_Supercontig_3.4_2918750_2926335_LTR_Gypsy_reversed"" 5924 7561",RLX
CP075068.1,1975848,1976562,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 7574 8340",DTX
CP075068.1,1976561,1976651,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 5303 5395",DTX
CP075068.1,1981452,1981524,"DTX-incomp_Blc176_Cpos_C735-B-R44-Map3_reversed"" 2559 2630",DTX
CP075068.1,1981533,1986836,"RLX-incomp_Blc3_Supercontig_3.1_118207_123409_LTR_Gypsy"" 1 5202",RLX
CP075068.1,1986837,1987665,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 3 832",DTX
CP075068.1,1987666,1992485,"RLX-incomp_Blc3_Supercontig_3.1_112557_117378_LTR_Gypsy"" 1 4821",RLX
CP075068.1,1992034,1992884,"RLX-incomp-chim_Blc46_Cpos_C735-L-B9-Map1"" 11424 12274",RLX
CP075068.1,1992881,1998229,"RLX-incomp-chim_Blc46_Cpos_C735-L-B9-Map1"" 5939 11295",RLX
CP075068.1,1998224,2000052,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 1831",RLX
CP075068.1,2000202,2007158,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 6957",RLX
CP075068.1,2007159,2009622,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 8128 10592",RLX
CP075068.1,2009621,2012078,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 5740 8200",RLX
CP075068.1,2012078,2016341,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 6053 10325",DMX
CP075068.1,2016386,2017164,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 10326 11103",DMX
CP075068.1,2017165,2017296,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 5333 6289",DTX
CP075068.1,2017382,2017894,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6342 6854",DTX
CP075068.1,2017895,2019120,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 8199 9419",RLX
CP075068.1,2019124,2019320,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 1029 1225",DTX
CP075068.1,2019321,2022325,"RLX-incomp_Blc18_Supercontig_3.4_2979166_2986798_LTR_Gypsy"" 4648 7632",RLX
CP075068.1,2022326,2023246,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 924",RLX
CP075068.1,2023244,2027508,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 1028 5288",DTX
CP075068.1,2027553,2028332,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 10326 11103",DMX
CP075068.1,2028333,2028503,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 5333 6289",DTX
CP075068.1,2028588,2029100,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6290 6853",DTX
CP075068.1,2029101,2030815,"RLX-incomp_Blc14_Supercontig_3.1_334247_341865_LTR_Gypsy"" 1 1728",RLX
CP075068.1,2030816,2031972,"RIX-incomp_Blc9_Cpos_C735-B-R58-Map20"" 7 1172",RIX
CP075068.1,2031967,2032003,"RIX-comp_Blc9_Supercontig_3.5_1591116_1597779_LINE_Tad1_reversed"" 3815 3851",RIX
CP075068.1,2032007,2034852,"RLX-incomp_Blc18_Supercontig_3.4_2979166_2986798_LTR_Gypsy"" 4788 7632",RLX
CP075068.1,2034870,2040270,"RLX-incomp_Blc108_Supercontig_3.1_165047_170446_LTR_Gypsy_reversed"" 1 5399",RLX
CP075068.1,2040246,2044890,"RLX-incomp_Blc3_Supercontig_3.1_170447_175067_LTR_Copia"" 1 5311",RLX
CP075068.1,2044565,2044899,"RLX-incomp-chim_Blc46_Cpos_C735-L-B9-Map1"" 11287 11623",RLX
CP075068.1,2044900,2046118,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 1182",RLX
CP075068.1,2046118,2046557,"RLX-incomp_Blc180_Cpos_C735-L-B57-Map1"" 1105 1544",RLX
CP075068.1,2046558,2046635,"RLX-incomp_Blc7_Supercontig_3.3_1304864_1310322_LTR_Copia_reversed"" 318 395",RLX
CP075068.1,2046636,2047345,"DTX-incomp_Blc4_Supercontig_3.6_188665_191064_DNA_TcMar"" 1687 2396",DTX
CP075068.1,2047346,2049595,"RLX-incomp_Blc1_Supercontig_3.2_371425_378516_LTR_Gypsy_reversed"" 1 2252",RLX
CP075068.1,2049596,2050170,"RLX-incomp_Blc1_Supercontig_3.3_3091831_3098923_LTR_Gypsy"" 2 576",RLX
CP075068.1,2050171,2057127,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 6958",RLX
CP075068.1,2057128,2058410,"RLX-incomp-chim_Blc1_Supercontig_3.3_1585695_1592821_LTR_Gypsy_reversed"" 620 1901",RLX
CP075068.1,2058408,2061279,"RLX-incomp-chim_Blc1_Supercontig_3.3_1585695_1592821_LTR_Gypsy_reversed"" 2144 4993",RLX
CP075068.1,2061284,2062331,"RLX-incomp_Blc127_Supercontig_3.1_392827_397431_LTR_Gypsy"" 1 1047",RLX
CP075068.1,2067427,2067503,"RLX-incomp_Blc2_Supercontig_3.1_963451_974024_LTR_Gypsy"" 1 59",RLX
CP075068.1,2067504,2068121,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 4661 5278",RLX
CP075068.1,2068115,2072051,"RLX-incomp-chim_Blc67_Cpos_C735-L-B34-Map1"" 1208 5142",RLX
CP075068.1,2072050,2072349,"RLX-incomp_Blc42_Cpos_C735-L-B4-Map1"" 7126 7425",RLX
CP075068.1,2072347,2074186,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 1192 3039",RLX
CP075068.1,2074186,2079414,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 444 5652",RLX
CP075068.1,2079415,2079927,"DTX-incomp_Blc5_Supercontig_3.5_33765_39583_DNA_hAT_reversed"" 1 522",DTX
CP075068.1,2080001,2083835,"DTX-incomp_Blc5_Supercontig_3.5_33765_39583_DNA_hAT_reversed"" 523 4382",DTX
CP075068.1,2083824,2084368,"DTX-incomp_Blc5_Supercontig_3.3_1368731_1374550_DNA_hAT_reversed"" 5275 5819",DTX
CP075068.1,2084369,2085681,"RLX-comp_Blc13_Cpos_C735-L-B42-Map1_reversed"" 5645 6958",RLX
CP075068.1,2085682,2085761,"RLX-incomp_Blc7_Supercontig_3.5_3258959_3264421_LTR_Copia_reversed"" 245 324",RLX
CP075068.1,2085762,2092947,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 6957",RLX
CP075068.1,2098051,2098067,"RLX-incomp-chim_Blc50_Supercontig_3.6_86634_97877_DNA_hAT_reversed"" 8073 8201",RLX
CP075068.1,2098068,2098148,"RLX-incomp-chim_Blc1_Supercontig_3.3_1585695_1592821_LTR_Gypsy_reversed"" 266 346",RLX
CP075068.1,2098149,2101734,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 1 4463",RLX
CP075068.1,2101735,2101809,"RLX-incomp_Blc30_Supercontig_3.1_106814_109510_LTR_Gypsy"" 1869 1943",RLX
CP075068.1,2101810,2103855,"RLX-comp_Blc27_Supercontig_3.2_5162302_5169224_LTR_Gypsy_reversed"" 3467 5518",RLX
CP075068.1,2103850,2105200,"RLX-incomp_Blc27_Supercontig_3.3_1806402_1813322_LTR_Gypsy_reversed"" 5577 6920",RLX
CP075068.1,2105201,2106373,"RLX-incomp_Blc137_Supercontig_3.4_3228250_3232451_LTR_Gypsy"" 2937 4106",RLX
CP075068.1,2106375,2107014,"RLX-incomp_Blc127_Supercontig_3.1_392827_397431_LTR_Gypsy"" 658 1306",RLX
CP075068.1,2107015,2107348,"RLX-incomp_Blc14_Supercontig_3.4_2918750_2926335_LTR_Gypsy_reversed"" 3312 3645",RLX
CP075068.1,2107349,2115092,"RLX-incomp_Blc18_Supercontig_3.4_2979166_2986798_LTR_Gypsy"" 1 7632",RLX
CP075068.1,2115093,2115118,"RLX-incomp_Blc8_Supercontig_3.1_648214_655848_LTR_Gypsy_reversed"" 3254 3279",RLX
CP075068.1,2115109,2115268,"RLX-incomp-chim_Blc109_Supercontig_3.5_1600606_1605982_LTR_Gypsy"" 1315 1474",RLX
CP075068.1,2115269,2119532,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 1029 5288",DTX
CP075068.1,2119577,2120355,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 10326 11103",DMX
CP075068.1,2120356,2120525,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 5333 6289",DTX
CP075068.1,2120610,2121122,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6290 6853",DTX
CP075068.1,2121123,2124239,"RLX-incomp_Blc127_Supercontig_3.1_392827_397431_LTR_Gypsy"" 1461 4576",RLX
CP075068.1,2124239,2124673,"RLX-incomp_Blc40_Cpos_C735-B-G1-Map20_reversed"" 6800 7234",RLX
CP075068.1,2124671,2125427,"RLX-incomp_Blc19_Supercontig_3.3_4050768_4056096_LTR_Gypsy_reversed"" 4571 5328",RLX
CP075068.1,2125448,2125501,"RLX-incomp_Blc42_Cpos_C735-L-B4-Map1"" 4539 4590",RLX
CP075068.1,2125921,2126226,"RLX-incomp_Blc1_Supercontig_3.1_639737_646804_LTR_Gypsy_reversed"" 29 301",RLX
CP075068.1,2126223,2126419,"RLX-incomp_Blc19_Supercontig_3.6_3354993_3360332_LTR_Gypsy_reversed"" 85 298",RLX
CP075068.1,2126420,2127991,"DTX-incomp_Blc213_Supercontig_3.4_12928_14490_DNA_TcMar"" 1 1543",DTX
CP075068.1,2127986,2128468,"RIX-comp_Blc9_Cpos_C735-B-R14-Map20"" 30 513",RIX
CP075068.1,2128471,2133068,"RLX-incomp_Blc127_Supercontig_3.1_392827_397431_LTR_Gypsy"" 1 4604",RLX
CP075068.1,2133054,2133083,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 6929 6958",RLX
CP075068.1,2133066,2133108,"DTX-incomp-chim_Blc60_Supercontig_3.4_2591445_2601928_DNA_TcMar_reversed"" 7220 7262",DTX
CP075068.1,2133084,2133261,"DTX-incomp-chim_Blc63_Supercontig_3.2_1281305_1290824_DNA_TcMar_reversed"" 1560 1729",DTX
CP075068.1,2139326,2139438,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 1814 1934",DTX
CP075068.1,2140469,2140651,"DTX-incomp_Blc5_Supercontig_3.1_572613_576890_DNA_MULE-MuDR_reversed"" 4095 4277",DTX
CP075068.1,2142300,2146150,"DTX-incomp-chim_Blc60_Supercontig_3.4_2591445_2601928_DNA_TcMar_reversed"" 2559 6530",DTX
CP075068.1,2146200,2146909,"DTX-incomp-chim_Blc60_Supercontig_3.4_2591445_2601928_DNA_TcMar_reversed"" 6531 7243",DTX
CP075068.1,2146908,2147077,"DTX-incomp_Blc5_Supercontig_3.2_1246446_1252277_DNA_hAT_reversed"" 542 720",DTX
CP075068.1,2147109,2147621,"DTX-incomp_Blc5_Supercontig_3.2_1246446_1252277_DNA_hAT_reversed"" 2 541",DTX
CP075068.1,2147622,2147842,"RLX-comp_Blc13_Cpos_C735-L-B42-Map1_reversed"" 6079 6300",RLX
CP075068.1,2147841,2148275,"RLX-incomp_Blc40_Cpos_C735-B-G1-Map20_reversed"" 6800 7234",RLX
CP075068.1,2148272,2148948,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 3112 3777",DTX
CP075068.1,2149483,2149621,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 5306 5449",DTX
CP075068.1,2149623,2149699,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 8264 8340",DTX
CP075068.1,2151191,2151329,"RLX-incomp-chim_Blc1_Supercontig_3.3_1585695_1592821_LTR_Gypsy_reversed"" 49 166",RLX
CP075068.1,2157973,2158230,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 6695 6958",RLX
CP075068.1,2158779,2158996,"DTX-incomp_Blc197_Supercontig_3.2_951314_953313_DNA_TcMar"" 1635 1855",DTX
CP075068.1,2177497,2178603,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 4170 5278",RLX
CP075068.1,2178594,2180064,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 1 1438",RLX
CP075068.1,2211589,2212342,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 3802 4563",DTX
CP075068.1,2211687,2212391,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 807 1513",RLX
CP075068.1,2212376,2213759,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 3590 5046",RLX
CP075068.1,2216009,2216073,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 8358 8424",DTX
CP075068.1,2229643,2229751,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 5170 5278",RLX
CP075068.1,2310016,2310065,"RLX-comp_Blc7_Supercontig_3.3_1855755_1861218_LTR_Copia"" 5263 5311",RLX
CP075068.1,2313344,2313579,"DTX-incomp_Blc66_Supercontig_3.3_1567878_1576797_DNA_TcMar"" 4948 5182",DTX
CP075068.1,2367111,2368914,"DTX-incomp_Blc16_Cpos_C735-B-G25-Map4_reversed"" 3 1812",DTX
CP075068.1,2393551,2393702,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 28 179",DTX
CP075068.1,2393697,2394037,"DTX-incomp-chim_Blc5_Supercontig_3.4_1603085_1610261_DNA_hAT_reversed"" 529 872",DTX
CP075068.1,2394015,2394681,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 3086 3752",DTX
CP075068.1,2394682,2401638,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 6957",RLX
CP075068.1,2401548,2401653,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 5724 5827",DTX
CP075068.1,2401639,2401692,"RLX-incomp-chim_Blc38_Supercontig_3.3_902192_925079_DNA_TcMar"" 1 54",RLX
CP075068.1,2401693,2404610,"DTX-incomp-chim_Blc39_Supercontig_3.3_4270292_4291141_DNA_hAT_reversed"" 12325 14950",DTX
CP075068.1,2404610,2405284,"RLX-incomp-chim_Blc48_Supercontig_3.3_4182630_4194094_LTR_Gypsy_reversed"" 722 1396",RLX
CP075068.1,2405291,2409555,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 6053 10325",DMX
CP075068.1,2409600,2410378,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 10326 11103",DMX
CP075068.1,2410379,2410549,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 5333 6297",DTX
CP075068.1,2410634,2411146,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6298 6852",DTX
CP075068.1,2411148,2415412,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 6053 10325",DMX
CP075068.1,2415457,2416235,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 10326 11103",DMX
CP075068.1,2416236,2417000,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 5333 6853",DTX
CP075068.1,2417001,2417259,"RLX-incomp_Blc42_Cpos_C735-L-B4-Map1"" 2006 2264",RLX
CP075068.1,2417221,2418418,"RLX-incomp_Blc13_Supercontig_3.3_1789991_1796949_LTR_Gypsy_reversed"" 950 2144",RLX
CP075068.1,2418419,2422450,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 2929 6960",RLX
CP075068.1,2422451,2426786,"RLX-incomp_Blc93_Cpos_C735-L-B46-Map1_reversed"" 3 4338",RLX
CP075068.1,2426771,2428520,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 5211 6960",RLX
CP075068.1,2428486,2428517,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 3083 3111",DTX
CP075068.1,2428518,2431477,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 4278",RLX
CP075068.1,2431478,2433073,"RLX-incomp_Blc133_Supercontig_3.3_4228961_4233304_LTR_Gypsy"" 16 941",RLX
CP075068.1,2435384,2441684,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 6321",RLX
CP075068.1,2441673,2441685,"RLX-incomp-chim_Blc48_Supercontig_3.3_4182630_4194094_LTR_Gypsy_reversed"" 11343 11354",RLX
CP075068.1,2441686,2448627,"RLX-incomp_Blc13_Cpos_C735-L-B43-Map1"" 1 6943",RLX
CP075068.1,2448630,2449260,"RLX-incomp-chim_Blc46_Cpos_C735-L-B9-Map1"" 10667 11295",RLX
CP075068.1,2450929,2451072,"DTX-incomp-chim_Blc63_Supercontig_3.2_1281305_1290824_DNA_TcMar_reversed"" 1561 1710",DTX
CP075068.1,2451142,2451665,"DTX-incomp_Blc5_Supercontig_3.4_2435608_2441434_DNA_hAT"" 1 523",DTX
CP075068.1,2451763,2452972,"DTX-incomp_Blc5_Supercontig_3.4_2435608_2441434_DNA_hAT"" 524 1780",DTX
CP075068.1,2452973,2455271,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 8277 10576",RLX
CP075068.1,2455272,2460574,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 6 5253",RLX
CP075068.1,2460508,2460596,"DTX-incomp_Blc100_Supercontig_3.1_984541_990392_DNA_hAT"" 1793 1881",DTX
CP075068.1,2460597,2471159,"RLX-incomp-chim_Blc2_Cpos_C735-B-G77-Map20_reversed"" 4 10597",RLX
CP075068.1,2471160,2477911,"RLX-incomp_Blc2_Cpos_C735-L-B31-Map1_reversed"" 3 7869",RLX
CP075068.1,2481071,2481387,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 4968 5278",RLX
CP075068.1,2481388,2481651,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 266",RLX
CP075068.1,2481653,2483093,"RLX-incomp_Blc3_Cpos_C735-L-B51-Map1"" 3535 4977",RLX
CP075068.1,2483094,2486307,"RLX-incomp_Blc27_Supercontig_3.3_1806402_1813322_LTR_Gypsy_reversed"" 1 3210",RLX
CP075068.1,2486309,2486386,"DTX-incomp_Blc99_Supercontig_3.5_261762_267627_DNA_hAT"" 5788 5865",DTX
CP075068.1,2486387,2486532,"DTX-incomp-chim_Blc73_Supercontig_3.3_5020_13409_DNA_hAT_reversed"" 3595 3834",DTX
CP075068.1,2486984,2492241,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 1029 6290",DTX
CP075068.1,2492242,2495682,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 6875 10325",DMX
CP075068.1,2495727,2496506,"DMX-incomp-chim_Blc52_Supercontig_3.2_5147442_5158546_DNA_hAT"" 10326 11103",DMX
CP075068.1,2496507,2496677,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 5333 6295",DTX
CP075068.1,2496762,2497275,"DTX-comp-chim_Blc5_Supercontig_3.3_34249_41103_DNA_hAT_reversed"" 6296 6853",DTX
CP075068.1,2497276,2500841,"RLX-comp_Blc13_Cpos_C735-L-B42-Map1_reversed"" 1 3566",RLX
CP075068.1,2500886,2503751,"RLX-incomp-chim_Blc44_Cpos_C735-L-B6-Map1_reversed"" 6259 9124",RLX
CP075068.1,2503752,2510707,"RLX-incomp_Blc13_Cpos_C735-B-G62-Map4"" 4 6960",RLX
CP075068.1,2510708,2511925,"RLX-incomp-chim_Blc44_Cpos_C735-L-B6-Map1_reversed"" 1801 3018",RLX
CP075068.1,2511920,2512356,"RLX-incomp_Blc40_Cpos_C735-B-G1-Map20_reversed"" 16186 16622",RLX
CP075068.1,2512357,2513890,"RLX-incomp-chim_Blc46_Cpos_C735-L-B9-Map1"" 9417 10947",RLX
CP075068.1,2513598,2516021,"DTX-incomp-chim_Blc83_Supercontig_3.1_1112161_1119614_DNA_TcMar_reversed"" 1 2423",DTX
CP075068.1,2514482,2516206,"DTX-incomp-chim_Blc152_Supercontig_3.5_106348_109975_DNA_TcMar"" 1 1725",DTX
CP075068.1,2516113,2516221,"DTX-incomp-chim_Blc120_Cpos_C735-L-B54-Map1_reversed"" 3103 3207",DTX
CP075068.1,2516203,2516568,"RLX-incomp_Blc13_Supercontig_3.3_1789991_1796949_LTR_Gypsy_reversed"" 6591 6956",RLX
CP075068.1,2516534,2516579,"DTX-incomp-chim_Blc84_Supercontig_3.3_1764626_1772066_DNA_TcMar"" 3068 3111",DTX
CP075068.1,2516568,2517058,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 4789 5278",RLX
CP075068.1,2517065,2517108,"DTX-comp_Blc115_Supercontig_3.5_740218_745388_DNA_TcMar_reversed"" 5069 5112",DTX
CP075068.1,2519028,2520347,"noCat_Blc218_Cpos_C735-B-G8-Map17"" 3 1393",noCat_Blc218_Cpos_C735
CP075068.1,2521943,2523059,"DTX-incomp_Blc232_Cpos_C735-B-G18-Map7_reversed"" 1 1118",DTX
CP075068.1,2612409,2617712,"RLX-comp_Blc3_Supercontig_3.1_365926_371204_LTR_Copia"" 1 5278",RLX
CP075068.1,2630432,2630550,"RLX-incomp-chim_Blc97_Cpos_C735-L-B1-Map5_reversed"" 1 119",RLX
CP075068.1,2630445,2630552,"RLX-incomp_Blc227_Cpos_C735-B-G21-Map18_reversed"" 1080 1187",RLX
CP075068.1,2630553,2630576,"DTX-incomp-chim_Blc63_Supercontig_3.2_1281305_1290824_DNA_TcMar_reversed"" 1022 1149",DTX
CP075068.1,2632026,2632913,"DTX-incomp_Blc244_Supercontig_3.1_1236652_1237537_DNA_TcMar_reversed"" 1 885",DTX
CP075068.1,2633487,2633872,"RLX-incomp_Blc7_Supercontig_3.5_3258959_3264421_LTR_Copia_reversed"" 5078 5460",RLX
CP075068.1,2716158,2716281,"DTX-incomp-chim_Blc45_Supercontig_3.5_3367237_3380922_DNA_TcMar"" 8376 8481",DTX
CP075068.1,2725315,2725516,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 3064 3268",DTX
CP075068.1,2737807,2738411,"DTX-incomp_Blc250_Cpos_C735-B-R57-Map3_reversed"" 1 605",DTX
CP075068.1,2738412,2738641,"DTX-incomp_Blc222_Supercontig_3.4_3805835_3807195_DNA_TcMar_reversed"" 4 233",DTX
CP075068.1,2763270,2763304,"DTX-incomp_Blc157_Supercontig_3.4_1543096_1546512_DNA_TcMar"" 2349 2367",DTX
CP075068.1,2763305,2765636,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 2 2334",DTX
CP075068.1,2765587,2765647,"DTX-incomp_Blc62_Supercontig_3.1_2730559_2740891_DNA_TcMar_reversed"" 4297 4359",DTX
CP075068.1,2765702,2765717,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 694 710",DTX
CP075068.1,2765718,2768050,"DTX-comp_Blc4_Cpos_C735-B-R21-Map20"" 2 2335",DTX
CP075068.1,2768051,2768077,"DTX-comp_Blc76_Supercontig_3.5_1428063_1436055_DNA_TcMar_reversed"" 3015 3041",DTX
CP075068.1,2801501,2801801,"RLX-incomp_Blc1_Supercontig_3.2_72342_79416_LTR_Gypsy_reversed"" 6097 6385",RLX
CP075068.1,2801974,2802668,"RLX-incomp_Blc2_Cpos_C735-B-R6-Map20"" 8315 9038",RLX
CP075068.1,2851071,2851460,"DTX-incomp-chim_Blc96_Supercontig_3.2_4737649_4743922_DNA_TcMar_reversed"" 2393 2779",DTX
CP075068.1,2851441,2851745,"DTX-comp-chim_Blc192_Supercontig_3.3_3852495_3854683_DNA_TcMar_reversed"" 1326 1619",DTX
CP075068.1,2851901,2852147,"RLX-incomp_Blc18_Supercontig_3.3_935634_943341_LTR_Gypsy"" 7286 7623",RLX
CP075068.1,2852158,2852426,"RLX-incomp_Blc132_Supercontig_3.4_3014357_3018708_LTR_Gypsy_reversed"" 3674 3929",RLX
CP075068.1,2854454,2855921,"RLX-incomp_Blc6_Supercontig_3.3_1907647_1918278_LTR_Gypsy_reversed"" 9166 10631",RLX
CP075068.1,2855922,2856130,"DTX-incomp_Blc197_Supercontig_3.2_951314_953313_DNA_TcMar"" 830 1040",DTX
